"","BIOSAMPLE_ACCESSION","EXPSAMPLE_ACCESSION"
"991","BS689272","ES736079"
"992","BS689273","ES736080"
"993","BS689274","ES736081"
"994","BS689275","ES736082"
"995","BS689276","ES736083"
"996","BS689277","ES736084"
"997","BS689278","ES736085"
"998","BS689279","ES736086"
"999","BS689280","ES736087"
"1000","BS689281","ES736088"
"1001","BS689282","ES736089"
"1002","BS689283","ES736090"
"1003","BS689284","ES736091"
"1004","BS689285","ES736092"
"1005","BS689286","ES736093"
"1006","BS689287","ES736094"
"1007","BS689288","ES736095"
"1008","BS689289","ES736096"
"1009","BS689290","ES736097"
"1010","BS689291","ES736098"
"1011","BS689292","ES736099"
"1012","BS689293","ES736100"
"1013","BS689294","ES736101"
"1014","BS689295","ES736102"
"1015","BS689296","ES736103"
"1016","BS689297","ES736104"
"1017","BS689298","ES736105"
"1018","BS689299","ES736106"
"1019","BS689300","ES736107"
"1020","BS689301","ES736108"
"1021","BS689302","ES736109"
"1022","BS689303","ES736110"
"1023","BS689304","ES736111"
"1024","BS689305","ES736112"
"1025","BS689306","ES736113"
"1026","BS699908","ES753759"
"1027","BS699908","ES753760"
"1028","BS699909","ES753761"
"1029","BS699909","ES753762"
"1030","BS699909","ES753763"
"1031","BS699909","ES753764"
"1032","BS699909","ES753765"
"1033","BS699909","ES753766"
"1034","BS699910","ES753767"
"1035","BS699910","ES753768"
"1036","BS699910","ES753769"
"1037","BS699910","ES753770"
"1038","BS699910","ES753771"
"1039","BS699910","ES753772"
"1040","BS699911","ES753773"
"1041","BS699911","ES753774"
"1042","BS699911","ES753775"
"1043","BS699911","ES753776"
"1044","BS699911","ES753777"
"1045","BS699911","ES753778"
"1046","BS699913","ES753779"
"1047","BS699913","ES753780"
"1048","BS699913","ES753781"
"1049","BS699913","ES753782"
"1050","BS699913","ES753783"
"1051","BS699913","ES753784"
"1052","BS699912","ES753785"
"1053","BS699912","ES753786"
"1054","BS699912","ES753787"
"1055","BS699912","ES753788"
"1056","BS699912","ES753789"
"1057","BS699912","ES753790"
"1058","BS699915","ES753791"
"1059","BS699915","ES753792"
"1060","BS699915","ES753793"
"1061","BS699915","ES753794"
"1062","BS699915","ES753795"
"1063","BS699915","ES753796"
"1064","BS699914","ES753797"
"1065","BS699914","ES753798"
"1066","BS699914","ES753799"
"1067","BS699914","ES753800"
"1068","BS699914","ES753801"
"1069","BS699914","ES753802"
"1070","BS699916","ES753803"
"1071","BS699916","ES753804"
"1072","BS699916","ES753805"
"1073","BS699916","ES753806"
"1074","BS699916","ES753807"
"1075","BS699916","ES753808"
"1076","BS699917","ES753809"
"1077","BS699917","ES753810"
"1078","BS699917","ES753811"
"1079","BS699917","ES753812"
"1080","BS699917","ES753813"
"1081","BS699917","ES753814"
"1082","BS699918","ES753815"
"1083","BS699918","ES753816"
"1084","BS699918","ES753817"
"1085","BS699918","ES753818"
"1086","BS699918","ES753819"
"1087","BS699918","ES753820"
"1088","BS699919","ES753821"
"1089","BS699919","ES753822"
"1090","BS699919","ES753823"
"1091","BS699919","ES753824"
"1092","BS699919","ES753825"
"1093","BS699919","ES753826"
"1094","BS699921","ES753827"
"1095","BS699921","ES753828"
"1096","BS699921","ES753829"
"1097","BS699921","ES753830"
"1098","BS699921","ES753831"
"1099","BS699921","ES753832"
"1100","BS699920","ES753833"
"1101","BS699920","ES753834"
"1102","BS699920","ES753835"
"1103","BS699920","ES753836"
"1104","BS699920","ES753837"
"1105","BS699920","ES753838"
"1106","BS699923","ES753839"
"1107","BS699923","ES753840"
"1108","BS699923","ES753841"
"1109","BS699923","ES753842"
"1110","BS699923","ES753843"
"1111","BS699923","ES753844"
"1112","BS699922","ES753845"
"1113","BS699922","ES753846"
"1114","BS699922","ES753847"
"1115","BS699922","ES753848"
"1116","BS699922","ES753849"
"1117","BS699922","ES753850"
"1118","BS699924","ES753851"
"1119","BS699924","ES753852"
"1120","BS699924","ES753853"
"1121","BS699924","ES753854"
"1122","BS699924","ES753855"
"1123","BS699924","ES753856"
"1124","BS699925","ES753857"
"1125","BS699925","ES753858"
"1126","BS699925","ES753859"
"1127","BS699925","ES753860"
"1128","BS699925","ES753861"
"1129","BS699925","ES753862"
"1130","BS699926","ES753863"
"1131","BS699926","ES753864"
"1132","BS699926","ES753865"
"1133","BS699926","ES753866"
"1134","BS699926","ES753867"
"1135","BS699926","ES753868"
"1136","BS699927","ES753869"
"1137","BS699927","ES753870"
"1138","BS699927","ES753871"
"1139","BS699927","ES753872"
"1140","BS699927","ES753873"
"1141","BS699927","ES753874"
"1142","BS699929","ES753875"
"1143","BS699929","ES753876"
"1144","BS699929","ES753877"
"1145","BS699929","ES753878"
"1146","BS699929","ES753879"
"1147","BS699929","ES753880"
"1148","BS699928","ES753881"
"1149","BS699928","ES753882"
"1150","BS699928","ES753883"
"1151","BS699928","ES753884"
"1152","BS699928","ES753885"
"1153","BS699928","ES753886"
"1154","BS699931","ES753887"
"1155","BS699931","ES753888"
"1156","BS699931","ES753889"
"1157","BS699931","ES753890"
"1158","BS699931","ES753891"
"1159","BS699931","ES753892"
"1160","BS699930","ES753893"
"1161","BS699930","ES753894"
"1162","BS699930","ES753895"
"1163","BS699930","ES753896"
"1164","BS699930","ES753897"
"1165","BS699930","ES753898"
"1166","BS699932","ES753899"
"1167","BS699932","ES753900"
"1168","BS699932","ES753901"
"1169","BS699932","ES753902"
"1170","BS699932","ES753903"
"1171","BS699932","ES753904"
"1172","BS699933","ES753905"
"1173","BS699933","ES753906"
"1174","BS699933","ES753907"
"1175","BS699933","ES753908"
"1176","BS699933","ES753909"
"1177","BS699933","ES753910"
"1178","BS699934","ES753911"
"1179","BS699934","ES753912"
"1180","BS699934","ES753913"
"1181","BS699934","ES753914"
"1182","BS699934","ES753915"
"1183","BS699934","ES753916"
"1184","BS699935","ES753917"
"1185","BS699935","ES753918"
"1186","BS699935","ES753919"
"1187","BS699935","ES753920"
"1188","BS699935","ES753921"
"1189","BS699935","ES753922"
"1190","BS699937","ES753923"
"1191","BS699937","ES753924"
"1192","BS699937","ES753925"
"1193","BS699937","ES753926"
"1194","BS699937","ES753927"
"1195","BS699937","ES753928"
"1196","BS699936","ES753929"
"1197","BS699936","ES753930"
"1198","BS699936","ES753931"
"1199","BS699936","ES753932"
"1200","BS699936","ES753933"
"1201","BS699936","ES753934"
"1202","BS699939","ES753935"
"1203","BS699939","ES753936"
"1204","BS699939","ES753937"
"1205","BS699939","ES753938"
"1206","BS699939","ES753939"
"1207","BS699939","ES753940"
"1208","BS699938","ES753941"
"1209","BS699938","ES753942"
"1210","BS699938","ES753943"
"1211","BS699938","ES753944"
"1212","BS699938","ES753945"
"1213","BS699938","ES753946"
"1214","BS699940","ES753947"
"1215","BS699940","ES753948"
"1216","BS699940","ES753949"
"1217","BS699940","ES753950"
"1218","BS699940","ES753951"
"1219","BS699940","ES753952"
"1220","BS699941","ES753953"
"1221","BS699941","ES753954"
"1222","BS699941","ES753955"
"1223","BS699941","ES753956"
"1224","BS699941","ES753957"
"1225","BS699941","ES753958"
"1226","BS699942","ES753959"
"1227","BS699942","ES753960"
"1228","BS699942","ES753961"
"1229","BS699942","ES753962"
"1230","BS699942","ES753963"
"1231","BS699942","ES753964"
"1232","BS699943","ES753965"
"1233","BS699943","ES753966"
"1234","BS699943","ES753967"
"1235","BS699943","ES753968"
"1236","BS699943","ES753969"
"1237","BS699943","ES753970"
"1238","BS699945","ES753971"
"1239","BS699945","ES753972"
"1240","BS699945","ES753973"
"1241","BS699945","ES753974"
"1242","BS699945","ES753975"
"1243","BS699945","ES753976"
"1244","BS699944","ES753977"
"1245","BS699944","ES753978"
"1246","BS699944","ES753979"
"1247","BS699944","ES753980"
"1248","BS699944","ES753981"
"1249","BS699944","ES753982"
"1250","BS699947","ES753983"
"1251","BS699947","ES753984"
"1252","BS699947","ES753985"
"1253","BS699947","ES753986"
"1254","BS699947","ES753987"
"1255","BS699947","ES753988"
"1256","BS699946","ES753989"
"1257","BS699946","ES753990"
"1258","BS699946","ES753991"
"1259","BS699946","ES753992"
"1260","BS699946","ES753993"
"1261","BS699946","ES753994"
"1262","BS699948","ES753995"
"1263","BS699948","ES753996"
"1264","BS699948","ES753997"
"1265","BS699948","ES753998"
"1266","BS699948","ES753999"
"1267","BS699948","ES754000"
"1268","BS699949","ES754001"
"1269","BS699949","ES754002"
"1270","BS699949","ES754003"
"1271","BS699949","ES754004"
"1272","BS699949","ES754005"
"1273","BS699949","ES754006"
"1274","BS699950","ES754007"
"1275","BS699950","ES754008"
"1276","BS699950","ES754009"
"1277","BS699950","ES754010"
"1278","BS699950","ES754011"
"1279","BS699950","ES754012"
"1280","BS699951","ES754013"
"1281","BS699951","ES754014"
"1282","BS699951","ES754015"
"1283","BS699951","ES754016"
"1284","BS699951","ES754017"
"1285","BS699951","ES754018"
"1286","BS699953","ES754019"
"1287","BS699953","ES754020"
"1288","BS699953","ES754021"
"1289","BS699953","ES754022"
"1290","BS699953","ES754023"
"1291","BS699953","ES754024"
"1292","BS699952","ES754025"
"1293","BS699952","ES754026"
"1294","BS699952","ES754027"
"1295","BS699952","ES754028"
"1296","BS699952","ES754029"
"1297","BS699952","ES754030"
"1298","BS699955","ES754031"
"1299","BS699955","ES754032"
"1300","BS699955","ES754033"
"1301","BS699955","ES754034"
"1302","BS699955","ES754035"
"1303","BS699955","ES754036"
"1304","BS699954","ES754037"
"1305","BS699954","ES754038"
"1306","BS699954","ES754039"
"1307","BS699954","ES754040"
"1308","BS699954","ES754041"
"1309","BS699954","ES754042"
"1310","BS699956","ES754043"
"1311","BS699956","ES754044"
"1312","BS699956","ES754045"
"1313","BS699956","ES754046"
"1314","BS699956","ES754047"
"1315","BS699956","ES754048"
"1316","BS699957","ES754049"
"1317","BS699957","ES754050"
"1318","BS699957","ES754051"
"1319","BS699957","ES754052"
"1320","BS699957","ES754053"
"1321","BS699957","ES754054"
"1322","BS699958","ES754055"
"1323","BS699958","ES754056"
"1324","BS699958","ES754057"
"1325","BS699958","ES754058"
"1326","BS699958","ES754059"
"1327","BS699958","ES754060"
"1328","BS699959","ES754061"
"1329","BS699959","ES754062"
"1330","BS699959","ES754063"
"1331","BS699959","ES754064"
"1332","BS699959","ES754065"
"1333","BS699959","ES754066"
"1334","BS699961","ES754067"
"1335","BS699961","ES754068"
"1336","BS699961","ES754069"
"1337","BS699961","ES754070"
"1338","BS699961","ES754071"
"1339","BS699961","ES754072"
"1340","BS699960","ES754085"
"1341","BS699960","ES754086"
"1342","BS699960","ES754087"
"1343","BS699960","ES754088"
"1344","BS699960","ES754089"
"1345","BS699960","ES754090"
"1346","BS699963","ES754091"
"1347","BS699963","ES754092"
"1348","BS699963","ES754093"
"1349","BS699963","ES754094"
"1350","BS699963","ES754095"
"1351","BS699963","ES754096"
"1352","BS699962","ES754097"
"1353","BS699962","ES754098"
"1354","BS699962","ES754099"
"1355","BS699962","ES754100"
"1356","BS699962","ES754101"
"1357","BS699962","ES754102"
"1358","BS699964","ES754103"
"1359","BS699964","ES754104"
"1360","BS699964","ES754105"
"1361","BS699964","ES754106"
"1362","BS699964","ES754107"
"1363","BS699964","ES754108"
"1364","BS699965","ES754109"
"1365","BS699965","ES754110"
"1366","BS699965","ES754111"
"1367","BS699965","ES754112"
"1368","BS699965","ES754113"
"1369","BS699965","ES754114"
"1370","BS699966","ES754115"
"1371","BS699966","ES754116"
"1372","BS699966","ES754117"
"1373","BS699966","ES754118"
"1374","BS699966","ES754119"
"1375","BS699966","ES754120"
"1376","BS699967","ES754121"
"1377","BS699967","ES754122"
"1378","BS699967","ES754123"
"1379","BS699967","ES754124"
"1380","BS699967","ES754125"
"1381","BS699967","ES754126"
"1382","BS699969","ES754127"
"1383","BS699969","ES754128"
"1384","BS699969","ES754129"
"1385","BS699969","ES754130"
"1386","BS699969","ES754131"
"1387","BS699969","ES754132"
"1388","BS699968","ES754133"
"1389","BS699968","ES754134"
"1390","BS699968","ES754135"
"1391","BS699968","ES754136"
"1392","BS699968","ES754137"
"1393","BS699968","ES754138"
"1394","BS699971","ES754139"
"1395","BS699971","ES754140"
"1396","BS699971","ES754141"
"1397","BS699971","ES754142"
"1398","BS699971","ES754143"
"1399","BS699971","ES754144"
"1400","BS699970","ES754145"
"1401","BS699970","ES754146"
"1402","BS699970","ES754147"
"1403","BS699970","ES754148"
"1404","BS699970","ES754149"
"1405","BS699970","ES754150"
"1406","BS699972","ES754151"
"1407","BS699972","ES754152"
"1408","BS699972","ES754153"
"1409","BS699972","ES754154"
"1410","BS699972","ES754155"
"1411","BS699972","ES754156"
"1412","BS699973","ES754157"
"1413","BS699973","ES754158"
"1414","BS699973","ES754159"
"1415","BS699973","ES754160"
"1416","BS699973","ES754161"
"1417","BS699973","ES754162"
"1418","BS699974","ES754163"
"1419","BS699974","ES754164"
"1420","BS699974","ES754165"
"1421","BS699974","ES754166"
"1422","BS699974","ES754167"
"1423","BS699974","ES754168"
"1424","BS699975","ES754169"
"1425","BS699975","ES754170"
"1426","BS699975","ES754171"
"1427","BS699975","ES754172"
"1428","BS699975","ES754173"
"1429","BS699975","ES754174"
"1430","BS699977","ES754175"
"1431","BS699977","ES754176"
"1432","BS699977","ES754177"
"1433","BS699977","ES754178"
"1434","BS699977","ES754179"
"1435","BS699977","ES754180"
"1436","BS699976","ES754181"
"1437","BS699976","ES754182"
"1438","BS699976","ES754183"
"1439","BS699976","ES754184"
"1440","BS699976","ES754185"
"1441","BS699976","ES754186"
"1442","BS699979","ES754187"
"1443","BS699979","ES754188"
"1444","BS699979","ES754189"
"1445","BS699979","ES754190"
"1446","BS699979","ES754191"
"1447","BS699979","ES754192"
"1448","BS699978","ES754193"
"1449","BS699978","ES754194"
"1450","BS699978","ES754195"
"1451","BS699978","ES754196"
"1452","BS699978","ES754197"
"1453","BS699978","ES754198"
"1454","BS699980","ES754199"
"1455","BS699980","ES754200"
"1456","BS699980","ES754201"
"1457","BS699980","ES754202"
"1458","BS699980","ES754203"
"1459","BS699980","ES754204"
"1460","BS699981","ES754205"
"1461","BS699981","ES754206"
"1462","BS699981","ES754207"
"1463","BS699981","ES754208"
"1464","BS699981","ES754209"
"1465","BS699981","ES754210"
"1466","BS699982","ES754211"
"1467","BS699982","ES754212"
"1468","BS699982","ES754213"
"1469","BS699982","ES754214"
"1470","BS699982","ES754215"
"1471","BS699982","ES754216"
"1472","BS699983","ES754217"
"1473","BS699983","ES754218"
"1474","BS699983","ES754219"
"1475","BS699983","ES754220"
"1476","BS699983","ES754221"
"1477","BS699983","ES754222"
"1478","BS699985","ES754223"
"1479","BS699985","ES754224"
"1480","BS699985","ES754225"
"1481","BS699985","ES754226"
"1482","BS699985","ES754227"
"1483","BS699985","ES754228"
"1484","BS699984","ES754229"
"1485","BS699984","ES754230"
"1486","BS699984","ES754231"
"1487","BS699984","ES754232"
"1488","BS699984","ES754233"
"1489","BS699984","ES754234"
"1490","BS699987","ES754235"
"1491","BS699987","ES754236"
"1492","BS699987","ES754237"
"1493","BS699987","ES754238"
"1494","BS699987","ES754239"
"1495","BS699987","ES754240"
"1496","BS699986","ES754241"
"1497","BS699986","ES754242"
"1498","BS699986","ES754243"
"1499","BS699986","ES754244"
"1500","BS699986","ES754245"
"1501","BS699986","ES754246"
"1502","BS699988","ES754247"
"1503","BS699988","ES754248"
"1504","BS699988","ES754249"
"1505","BS699988","ES754250"
"1506","BS699988","ES754251"
"1507","BS699988","ES754252"
"1508","BS699989","ES754253"
"1509","BS699989","ES754254"
"1510","BS699989","ES754255"
"1511","BS699989","ES754256"
"1512","BS699989","ES754257"
"1513","BS699989","ES754258"
"1514","BS699990","ES754259"
"1515","BS699990","ES754260"
"1516","BS699990","ES754261"
"1517","BS699990","ES754262"
"1518","BS699990","ES754263"
"1519","BS699990","ES754264"
"1520","BS699991","ES754265"
"1521","BS699991","ES754266"
"1522","BS699991","ES754267"
"1523","BS699991","ES754268"
"1524","BS699991","ES754269"
"1525","BS699991","ES754270"
"1526","BS699993","ES754271"
"1527","BS699993","ES754272"
"1528","BS699993","ES754273"
"1529","BS699993","ES754274"
"1530","BS699993","ES754275"
"1531","BS699993","ES754276"
"1532","BS699992","ES754277"
"1533","BS699992","ES754278"
"1534","BS699992","ES754279"
"1535","BS699992","ES754280"
"1536","BS699992","ES754281"
"1537","BS699992","ES754282"
"1538","BS699995","ES754283"
"1539","BS699995","ES754284"
"1540","BS699995","ES754285"
"1541","BS699995","ES754286"
"1542","BS699995","ES754287"
"1543","BS699995","ES754288"
"1544","BS699994","ES754289"
"1545","BS699994","ES754290"
"1546","BS699994","ES754291"
"1547","BS699994","ES754292"
"1548","BS699994","ES754293"
"1549","BS699994","ES754294"
"1550","BS699996","ES754295"
"1551","BS699996","ES754296"
"1552","BS699996","ES754297"
"1553","BS699996","ES754298"
"1554","BS699996","ES754299"
"1555","BS699996","ES754300"
"1556","BS699997","ES754301"
"1557","BS699997","ES754302"
"1558","BS699997","ES754303"
"1559","BS699997","ES754304"
"1560","BS699997","ES754305"
"1561","BS699997","ES754306"
"1562","BS699998","ES754307"
"1563","BS699998","ES754308"
"1564","BS699998","ES754309"
"1565","BS699998","ES754310"
"1566","BS699998","ES754311"
"1567","BS699998","ES754312"
"1568","BS699693","ES754313"
"1569","BS699693","ES754314"
"1570","BS699693","ES754315"
"1571","BS699693","ES754316"
"1572","BS699693","ES754317"
"1573","BS699693","ES754318"
"1574","BS699693","ES754319"
"1575","BS699693","ES754320"
"1576","BS699694","ES754321"
"1577","BS699694","ES754322"
"1578","BS699694","ES754323"
"1579","BS699694","ES754324"
"1580","BS699694","ES754325"
"1581","BS699694","ES754326"
"1582","BS699694","ES754327"
"1583","BS699694","ES754328"
"1584","BS699696","ES754329"
"1585","BS699696","ES754330"
"1586","BS699696","ES754331"
"1587","BS699696","ES754332"
"1588","BS699696","ES754333"
"1589","BS699696","ES754334"
"1590","BS699696","ES754335"
"1591","BS699696","ES754336"
"1592","BS699697","ES754337"
"1593","BS699697","ES754338"
"1594","BS699697","ES754339"
"1595","BS699697","ES754340"
"1596","BS699697","ES754341"
"1597","BS699697","ES754342"
"1598","BS699697","ES754343"
"1599","BS699697","ES754344"
"1600","BS699695","ES754345"
"1601","BS699695","ES754346"
"1602","BS699695","ES754347"
"1603","BS699695","ES754348"
"1604","BS699695","ES754349"
"1605","BS699695","ES754350"
"1606","BS699695","ES754351"
"1607","BS699695","ES754352"
"1608","BS699698","ES754353"
"1609","BS699698","ES754354"
"1610","BS699698","ES754355"
"1611","BS699698","ES754356"
"1612","BS699698","ES754357"
"1613","BS699698","ES754358"
"1614","BS699698","ES754359"
"1615","BS699698","ES754360"
"1616","BS699699","ES754361"
"1617","BS699699","ES754362"
"1618","BS699699","ES754363"
"1619","BS699699","ES754364"
"1620","BS699699","ES754365"
"1621","BS699699","ES754366"
"1622","BS699699","ES754367"
"1623","BS699699","ES754368"
"1624","BS699700","ES754369"
"1625","BS699700","ES754370"
"1626","BS699700","ES754371"
"1627","BS699700","ES754372"
"1628","BS699700","ES754373"
"1629","BS699700","ES754374"
"1630","BS699700","ES754375"
"1631","BS699700","ES754376"
"1632","BS699701","ES754377"
"1633","BS699701","ES754378"
"1634","BS699701","ES754379"
"1635","BS699701","ES754380"
"1636","BS699701","ES754381"
"1637","BS699701","ES754382"
"1638","BS699701","ES754383"
"1639","BS699701","ES754384"
"1640","BS699702","ES754385"
"1641","BS699702","ES754386"
"1642","BS699702","ES754387"
"1643","BS699702","ES754388"
"1644","BS699702","ES754389"
"1645","BS699702","ES754390"
"1646","BS699702","ES754391"
"1647","BS699702","ES754392"
"1648","BS699703","ES754393"
"1649","BS699703","ES754394"
"1650","BS699703","ES754395"
"1651","BS699703","ES754396"
"1652","BS699703","ES754397"
"1653","BS699703","ES754398"
"1654","BS699703","ES754399"
"1655","BS699703","ES754400"
"1656","BS699705","ES754401"
"1657","BS699705","ES754402"
"1658","BS699705","ES754403"
"1659","BS699705","ES754404"
"1660","BS699705","ES754405"
"1661","BS699705","ES754406"
"1662","BS699705","ES754407"
"1663","BS699705","ES754408"
"1664","BS699706","ES754409"
"1665","BS699706","ES754410"
"1666","BS699706","ES754411"
"1667","BS699706","ES754412"
"1668","BS699706","ES754413"
"1669","BS699706","ES754414"
"1670","BS699706","ES754415"
"1671","BS699706","ES754416"
"1672","BS699704","ES754417"
"1673","BS699704","ES754418"
"1674","BS699704","ES754419"
"1675","BS699704","ES754420"
"1676","BS699704","ES754421"
"1677","BS699704","ES754422"
"1678","BS699704","ES754423"
"1679","BS699704","ES754424"
"1680","BS699707","ES754425"
"1681","BS699707","ES754426"
"1682","BS699707","ES754427"
"1683","BS699707","ES754428"
"1684","BS699707","ES754429"
"1685","BS699707","ES754430"
"1686","BS699707","ES754431"
"1687","BS699707","ES754432"
"1688","BS699708","ES754433"
"1689","BS699708","ES754434"
"1690","BS699708","ES754435"
"1691","BS699708","ES754436"
"1692","BS699708","ES754437"
"1693","BS699708","ES754438"
"1694","BS699708","ES754439"
"1695","BS699708","ES754440"
"1696","BS699709","ES754441"
"1697","BS699709","ES754442"
"1698","BS699709","ES754443"
"1699","BS699709","ES754444"
"1700","BS699709","ES754445"
"1701","BS699709","ES754446"
"1702","BS699709","ES754447"
"1703","BS699709","ES754448"
"1704","BS699710","ES754449"
"1705","BS699710","ES754450"
"1706","BS699710","ES754451"
"1707","BS699710","ES754452"
"1708","BS699710","ES754453"
"1709","BS699710","ES754454"
"1710","BS699710","ES754455"
"1711","BS699710","ES754456"
"1712","BS699711","ES754457"
"1713","BS699711","ES754458"
"1714","BS699711","ES754459"
"1715","BS699711","ES754460"
"1716","BS699711","ES754461"
"1717","BS699711","ES754462"
"1718","BS699711","ES754463"
"1719","BS699711","ES754464"
"1720","BS699712","ES754465"
"1721","BS699712","ES754466"
"1722","BS699712","ES754467"
"1723","BS699712","ES754468"
"1724","BS699712","ES754469"
"1725","BS699712","ES754470"
"1726","BS699712","ES754471"
"1727","BS699712","ES754472"
"1728","BS699714","ES754473"
"1729","BS699714","ES754474"
"1730","BS699714","ES754475"
"1731","BS699714","ES754476"
"1732","BS699714","ES754477"
"1733","BS699714","ES754478"
"1734","BS699714","ES754479"
"1735","BS699714","ES754480"
"1736","BS699715","ES754481"
"1737","BS699715","ES754482"
"1738","BS699715","ES754483"
"1739","BS699715","ES754484"
"1740","BS699715","ES754485"
"1741","BS699715","ES754486"
"1742","BS699715","ES754487"
"1743","BS699715","ES754488"
"1744","BS699713","ES754489"
"1745","BS699713","ES754490"
"1746","BS699713","ES754491"
"1747","BS699713","ES754492"
"1748","BS699713","ES754493"
"1749","BS699713","ES754494"
"1750","BS699713","ES754495"
"1751","BS699713","ES754496"
"1752","BS699716","ES754497"
"1753","BS699716","ES754498"
"1754","BS699716","ES754499"
"1755","BS699716","ES754500"
"1756","BS699716","ES754501"
"1757","BS699716","ES754502"
"1758","BS699716","ES754503"
"1759","BS699716","ES754504"
"1760","BS699717","ES754505"
"1761","BS699717","ES754506"
"1762","BS699717","ES754507"
"1763","BS699717","ES754508"
"1764","BS699717","ES754509"
"1765","BS699717","ES754510"
"1766","BS699717","ES754511"
"1767","BS699717","ES754512"
"1768","BS699718","ES754513"
"1769","BS699718","ES754514"
"1770","BS699718","ES754515"
"1771","BS699718","ES754516"
"1772","BS699718","ES754517"
"1773","BS699718","ES754518"
"1774","BS699718","ES754519"
"1775","BS699718","ES754520"
"1776","BS699719","ES754521"
"1777","BS699719","ES754522"
"1778","BS699719","ES754523"
"1779","BS699719","ES754524"
"1780","BS699719","ES754525"
"1781","BS699719","ES754526"
"1782","BS699719","ES754527"
"1783","BS699719","ES754528"
"1784","BS699720","ES754529"
"1785","BS699720","ES754530"
"1786","BS699720","ES754531"
"1787","BS699720","ES754532"
"1788","BS699720","ES754533"
"1789","BS699720","ES754534"
"1790","BS699720","ES754535"
"1791","BS699720","ES754536"
"1792","BS699721","ES754537"
"1793","BS699721","ES754538"
"1794","BS699721","ES754539"
"1795","BS699721","ES754540"
"1796","BS699721","ES754541"
"1797","BS699721","ES754542"
"1798","BS699721","ES754543"
"1799","BS699721","ES754544"
"1800","BS699723","ES754545"
"1801","BS699723","ES754546"
"1802","BS699723","ES754547"
"1803","BS699723","ES754548"
"1804","BS699723","ES754549"
"1805","BS699723","ES754550"
"1806","BS699723","ES754551"
"1807","BS699723","ES754552"
"1808","BS699724","ES754553"
"1809","BS699724","ES754554"
"1810","BS699724","ES754555"
"1811","BS699724","ES754556"
"1812","BS699724","ES754557"
"1813","BS699724","ES754558"
"1814","BS699724","ES754559"
"1815","BS699724","ES754560"
"1816","BS699722","ES754561"
"1817","BS699722","ES754562"
"1818","BS699722","ES754563"
"1819","BS699722","ES754564"
"1820","BS699722","ES754565"
"1821","BS699722","ES754566"
"1822","BS699722","ES754567"
"1823","BS699722","ES754568"
"1824","BS699725","ES754569"
"1825","BS699725","ES754570"
"1826","BS699725","ES754571"
"1827","BS699725","ES754572"
"1828","BS699725","ES754573"
"1829","BS699725","ES754574"
"1830","BS699725","ES754575"
"1831","BS699725","ES754576"
"1832","BS699726","ES754577"
"1833","BS699726","ES754578"
"1834","BS699726","ES754579"
"1835","BS699726","ES754580"
"1836","BS699726","ES754581"
"1837","BS699726","ES754582"
"1838","BS699726","ES754583"
"1839","BS699726","ES754584"
"1840","BS699727","ES754585"
"1841","BS699727","ES754586"
"1842","BS699727","ES754587"
"1843","BS699727","ES754588"
"1844","BS699727","ES754589"
"1845","BS699727","ES754590"
"1846","BS699727","ES754591"
"1847","BS699727","ES754592"
"1848","BS699728","ES754593"
"1849","BS699728","ES754594"
"1850","BS699728","ES754595"
"1851","BS699728","ES754596"
"1852","BS699728","ES754597"
"1853","BS699728","ES754598"
"1854","BS699728","ES754599"
"1855","BS699728","ES754600"
"1856","BS699729","ES754601"
"1857","BS699729","ES754602"
"1858","BS699729","ES754603"
"1859","BS699729","ES754604"
"1860","BS699729","ES754605"
"1861","BS699729","ES754606"
"1862","BS699729","ES754607"
"1863","BS699729","ES754608"
"1864","BS699730","ES754609"
"1865","BS699730","ES754610"
"1866","BS699730","ES754611"
"1867","BS699730","ES754612"
"1868","BS699730","ES754613"
"1869","BS699730","ES754614"
"1870","BS699730","ES754615"
"1871","BS699730","ES754616"
"1872","BS699732","ES754617"
"1873","BS699732","ES754618"
"1874","BS699732","ES754619"
"1875","BS699732","ES754620"
"1876","BS699732","ES754621"
"1877","BS699732","ES754622"
"1878","BS699732","ES754623"
"1879","BS699732","ES754624"
"1880","BS699733","ES754625"
"1881","BS699733","ES754626"
"1882","BS699733","ES754627"
"1883","BS699733","ES754628"
"1884","BS699733","ES754629"
"1885","BS699733","ES754630"
"1886","BS699733","ES754631"
"1887","BS699733","ES754632"
"1888","BS699731","ES754633"
"1889","BS699731","ES754634"
"1890","BS699731","ES754635"
"1891","BS699731","ES754636"
"1892","BS699731","ES754637"
"1893","BS699731","ES754638"
"1894","BS699731","ES754639"
"1895","BS699731","ES754640"
"1896","BS699734","ES754641"
"1897","BS699734","ES754642"
"1898","BS699734","ES754643"
"1899","BS699734","ES754644"
"1900","BS699734","ES754645"
"1901","BS699734","ES754646"
"1902","BS699734","ES754647"
"1903","BS699734","ES754648"
"1904","BS699735","ES754649"
"1905","BS699735","ES754650"
"1906","BS699735","ES754651"
"1907","BS699735","ES754652"
"1908","BS699735","ES754653"
"1909","BS699735","ES754654"
"1910","BS699735","ES754655"
"1911","BS699735","ES754656"
"1912","BS699736","ES754657"
"1913","BS699736","ES754658"
"1914","BS699736","ES754659"
"1915","BS699736","ES754660"
"1916","BS699736","ES754661"
"1917","BS699736","ES754662"
"1918","BS699736","ES754663"
"1919","BS699736","ES754664"
"1920","BS699737","ES754665"
"1921","BS699737","ES754666"
