"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"929","ES785925","ESR11418"
"930","ES785926","ESR11419"
"931","ES785927","ESR11417"
"932","ES785928","ESR11418"
"933","ES785929","ESR11419"
"934","ES785930","ESR11417"
"935","ES785931","ESR11418"
"936","ES785932","ESR11419"
"937","ES785933","ESR11417"
"938","ES785934","ESR11418"
"939","ES785935","ESR11419"
"940","ES785936","ESR11417"
"941","ES785937","ESR11418"
"942","ES785938","ESR11419"
"943","ES785939","ESR11417"
"944","ES785940","ESR11418"
"945","ES785941","ESR11419"
"946","ES785942","ESR11417"
"947","ES785943","ESR11418"
"948","ES785944","ESR11419"
"949","ES785945","ESR11417"
"950","ES785946","ESR11418"
"951","ES785947","ESR11419"
"952","ES785948","ESR11417"
"953","ES785949","ESR11418"
"954","ES785950","ESR11419"
"955","ES785951","ESR11417"
"956","ES785952","ESR11418"
"957","ES785953","ESR11419"
"958","ES785954","ESR11417"
"959","ES785955","ESR11418"
"960","ES785956","ESR11419"
"961","ES785957","ESR11417"
"962","ES785958","ESR11418"
"963","ES785959","ESR11419"
"964","ES785960","ESR11417"
"965","ES785961","ESR11418"
"966","ES785962","ESR11419"
"967","ES785963","ESR11417"
"968","ES785964","ESR11418"
"969","ES785965","ESR11419"
"970","ES785966","ESR11417"
"971","ES785967","ESR11418"
"972","ES785968","ESR11419"
"973","ES785969","ESR11417"
"974","ES785970","ESR11418"
"975","ES785971","ESR11419"
"976","ES785972","ESR11417"
"977","ES785973","ESR11418"
"978","ES785974","ESR11419"
"979","ES785975","ESR11417"
"980","ES785976","ESR11418"
"981","ES785977","ESR11419"
"982","ES785978","ESR11417"
"983","ES785979","ESR11418"
"984","ES785980","ESR11419"
"985","ES785981","ESR11417"
"986","ES785982","ESR11418"
"987","ES785983","ESR11419"
"988","ES785984","ESR11417"
"989","ES785985","ESR11418"
"990","ES785986","ESR11419"
"991","ES785987","ESR11417"
"992","ES785988","ESR11418"
"993","ES785989","ESR11419"
"994","ES785990","ESR11417"
"995","ES785991","ESR11418"
"996","ES785992","ESR11419"
"997","ES785993","ESR11417"
"998","ES785994","ESR11418"
"999","ES785995","ESR11419"
"1000","ES785996","ESR11417"
"1001","ES785997","ESR11418"
"1002","ES785998","ESR11419"
"1003","ES785999","ESR11417"
"1004","ES786000","ESR11418"
"1005","ES786001","ESR11419"
"1006","ES786002","ESR11417"
"1007","ES786003","ESR11418"
"1008","ES786004","ESR11419"
"1009","ES786005","ESR11417"
"1010","ES786006","ESR11418"
"1011","ES786007","ESR11419"
"1012","ES786008","ESR11417"
"1013","ES786009","ESR11418"
"1014","ES786010","ESR11419"
"1015","ES786011","ESR11417"
"1016","ES786012","ESR11418"
"1017","ES786013","ESR11419"
"1018","ES786014","ESR11417"
"1019","ES786015","ESR11418"
"1020","ES786016","ESR11419"
"1021","ES786017","ESR11417"
"1022","ES786018","ESR11418"
"1023","ES786019","ESR11419"
"1024","ES786020","ESR11417"
"1025","ES786021","ESR11418"
"1026","ES786022","ESR11419"
"1027","ES786023","ESR11417"
"1028","ES786024","ESR11418"
"1029","ES786025","ESR11419"
"1030","ES786026","ESR11417"
"1031","ES786027","ESR11418"
"1032","ES786028","ESR11419"
"1033","ES786029","ESR11417"
"1034","ES786030","ESR11418"
"1035","ES786031","ESR11419"
"1036","ES786032","ESR11417"
"1037","ES786033","ESR11418"
"1038","ES786034","ESR11419"
"1039","ES786035","ESR11417"
"1040","ES786036","ESR11418"
"1041","ES786037","ESR11419"
"1042","ES786038","ESR11417"
"1043","ES786039","ESR11418"
"1044","ES786040","ESR11419"
"1045","ES786041","ESR11417"
"1046","ES786042","ESR11418"
"1047","ES786043","ESR11419"
"1048","ES786044","ESR11417"
"1049","ES786045","ESR11418"
"1050","ES786046","ESR11419"
"1051","ES786047","ESR11417"
"1052","ES786048","ESR11418"
"1053","ES786049","ESR11419"
"1054","ES786050","ESR11417"
"1055","ES786051","ESR11418"
"1056","ES786052","ESR11419"
"1057","ES786053","ESR11417"
"1058","ES786054","ESR11418"
"1059","ES786055","ESR11419"
"1060","ES786056","ESR11417"
"1061","ES786057","ESR11418"
"1062","ES786058","ESR11419"
"1063","ES786059","ESR11417"
"1064","ES786060","ESR11418"
"1065","ES786061","ESR11419"
"1066","ES786062","ESR11417"
"1067","ES786068","ESR11418"
"1068","ES786069","ESR11419"
"1069","ES786070","ESR11417"
"1070","ES786071","ESR11418"
"1071","ES786072","ESR11419"
"1072","ES786073","ESR11417"
"1073","ES786074","ESR11418"
"1074","ES786075","ESR11419"
"1075","ES786076","ESR11417"
"1076","ES786077","ESR11418"
"1077","ES786078","ESR11419"
"1078","ES786079","ESR11417"
"1079","ES786080","ESR11418"
"1080","ES786081","ESR11419"
"1081","ES786082","ESR11417"
"1082","ES786083","ESR11418"
"1083","ES786084","ESR11419"
"1084","ES786085","ESR11417"
"1085","ES786086","ESR11418"
"1086","ES786087","ESR11419"
"1087","ES786088","ESR11417"
"1088","ES786089","ESR11418"
"1089","ES786090","ESR11419"
"1090","ES786091","ESR11417"
"1091","ES786092","ESR11418"
"1092","ES786093","ESR11419"
"1093","ES786094","ESR11417"
"1094","ES786095","ESR11418"
"1095","ES786096","ESR11419"
"1096","ES786097","ESR11417"
"1097","ES786098","ESR11418"
"1098","ES786099","ESR11419"
"1099","ES786100","ESR11417"
"1100","ES786101","ESR11418"
"1101","ES786102","ESR11419"
"1102","ES786103","ESR11417"
"1103","ES786104","ESR11418"
"1104","ES786105","ESR11419"
"1105","ES786106","ESR11417"
"1106","ES786107","ESR11418"
"1107","ES786108","ESR11419"
"1108","ES786109","ESR11417"
"1109","ES786110","ESR11418"
"1110","ES786111","ESR11419"
"1111","ES786112","ESR11417"
"1112","ES786113","ESR11418"
"1113","ES786114","ESR11419"
"1114","ES786115","ESR11417"
"1115","ES786116","ESR11418"
"1116","ES786117","ESR11419"
"1117","ES786118","ESR11417"
"1118","ES786119","ESR11418"
"1119","ES786120","ESR11419"
"1120","ES786121","ESR11417"
"1121","ES786122","ESR11418"
"1122","ES786123","ESR11419"
"1123","ES786124","ESR11417"
"1124","ES786125","ESR11418"
"1125","ES786126","ESR11419"
"1126","ES786127","ESR11417"
"1127","ES786128","ESR11418"
"1128","ES786129","ESR11419"
"1129","ES786130","ESR11417"
"1130","ES786131","ESR11418"
"1131","ES786132","ESR11419"
"1132","ES786133","ESR11417"
"1133","ES786134","ESR11418"
"1134","ES786135","ESR11419"
"1135","ES786136","ESR11417"
"1136","ES786137","ESR11418"
"1137","ES786138","ESR11419"
"1138","ES786139","ESR11417"
"1139","ES786140","ESR11418"
"1140","ES786141","ESR11419"
"1141","ES786142","ESR11417"
"1142","ES786143","ESR11418"
"1143","ES786144","ESR11419"
"1144","ES786145","ESR11417"
"1145","ES786146","ESR11418"
"1146","ES786147","ESR11419"
"1147","ES786148","ESR11417"
"1148","ES786149","ESR11418"
"1149","ES786150","ESR11419"
"1150","ES786151","ESR11417"
"1151","ES786152","ESR11418"
"1152","ES786153","ESR11419"
"1153","ES786154","ESR11417"
"1154","ES786155","ESR11418"
"1155","ES786156","ESR11419"
"1156","ES786157","ESR11417"
"1157","ES786158","ESR11418"
"1158","ES786159","ESR11419"
"1159","ES786160","ESR11417"
"1160","ES786161","ESR11418"
"1161","ES786162","ESR11419"
"1162","ES786183","ESR11417"
"1163","ES786184","ESR11418"
"1164","ES786185","ESR11419"
"1165","ES786186","ESR11417"
"1166","ES786187","ESR11418"
"1167","ES786188","ESR11419"
"1168","ES786189","ESR11417"
"1169","ES786190","ESR11418"
"1170","ES786191","ESR11419"
"1171","ES786192","ESR11417"
"1172","ES786193","ESR11418"
"1173","ES786194","ESR11419"
"1174","ES786195","ESR11417"
"1175","ES786196","ESR11418"
"1176","ES786197","ESR11419"
"1177","ES786198","ESR11417"
"1178","ES786199","ESR11418"
"1179","ES786200","ESR11419"
"1180","ES786201","ESR11417"
"1181","ES786202","ESR11418"
"1182","ES786203","ESR11419"
"1183","ES786204","ESR11417"
"1184","ES786205","ESR11418"
"1185","ES786206","ESR11419"
"1186","ES786207","ESR11417"
"1187","ES786208","ESR11418"
"1188","ES786209","ESR11419"
"1189","ES786210","ESR11417"
"1190","ES786211","ESR11418"
"1191","ES786212","ESR11419"
"1192","ES786213","ESR11417"
"1193","ES786214","ESR11418"
"1194","ES786215","ESR11419"
"1195","ES786216","ESR11417"
"1196","ES786217","ESR11418"
"1197","ES786218","ESR11419"
"1198","ES786219","ESR11417"
"1199","ES786220","ESR11418"
"1200","ES786221","ESR11419"
"1201","ES786222","ESR11417"
"1202","ES786223","ESR11418"
"1203","ES786224","ESR11419"
"1204","ES786225","ESR11417"
"1205","ES786226","ESR11418"
"1206","ES786227","ESR11419"
"1207","ES786228","ESR11417"
"1208","ES786229","ESR11418"
"1209","ES786230","ESR11419"
"1210","ES786231","ESR11417"
"1211","ES786232","ESR11418"
"1212","ES786233","ESR11419"
"1213","ES786234","ESR11417"
"1214","ES786235","ESR11418"
"1215","ES786236","ESR11419"
"1216","ES786237","ESR11417"
"1217","ES786238","ESR11418"
"1218","ES786239","ESR11419"
"1219","ES786240","ESR11417"
"1220","ES786241","ESR11418"
"1221","ES786242","ESR11419"
"1222","ES786243","ESR11417"
"1223","ES786244","ESR11418"
"1224","ES786245","ESR11419"
"1225","ES786246","ESR11417"
"1226","ES786247","ESR11418"
"1227","ES786248","ESR11419"
"1228","ES786249","ESR11417"
"1229","ES786250","ESR11418"
"1230","ES786251","ESR11419"
"1231","ES786252","ESR11417"
"1232","ES786253","ESR11418"
"1233","ES786254","ESR11419"
"1234","ES786255","ESR11417"
"1235","ES786256","ESR11418"
"1236","ES786257","ESR11419"
"1237","ES786258","ESR11417"
"1238","ES786259","ESR11418"
"1239","ES786260","ESR11419"
"1240","ES786261","ESR11417"
"1241","ES786262","ESR11418"
"1242","ES786263","ESR11419"
"1243","ES786264","ESR11417"
"1244","ES786265","ESR11418"
"1245","ES786266","ESR11419"
"1246","ES786267","ESR11417"
"1247","ES786268","ESR11418"
"1248","ES786269","ESR11419"
"1249","ES786270","ESR11417"
"1250","ES786271","ESR11418"
"1251","ES786272","ESR11419"
"1252","ES786273","ESR11417"
"1253","ES786274","ESR11418"
"1254","ES786275","ESR11419"
"1255","ES786276","ESR11417"
"1256","ES786277","ESR11418"
"1257","ES786278","ESR11419"
"1258","ES786279","ESR11417"
"1259","ES786280","ESR11418"
"1260","ES786281","ESR11419"
"1261","ES786282","ESR11417"
"1262","ES786283","ESR11418"
"1263","ES786308","ESR11419"
"1264","ES786309","ESR11417"
"1265","ES786310","ESR11418"
"1266","ES786311","ESR11419"
"1267","ES786312","ESR11417"
"1268","ES786313","ESR11418"
"1269","ES786314","ESR11419"
"1270","ES786315","ESR11417"
"1271","ES786316","ESR11418"
"1272","ES786317","ESR11419"
"1273","ES786318","ESR11417"
"1274","ES786319","ESR11418"
"1275","ES786320","ESR11419"
"1276","ES786321","ESR11417"
"1277","ES786322","ESR11418"
"1278","ES786323","ESR11419"
"1279","ES786324","ESR11417"
"1280","ES786325","ESR11418"
"1281","ES786326","ESR11419"
"1282","ES786327","ESR11417"
"1283","ES786328","ESR11418"
"1284","ES786329","ESR11419"
"1285","ES786330","ESR11417"
"1286","ES786331","ESR11418"
"1287","ES786332","ESR11419"
"1288","ES786333","ESR11417"
"1289","ES786334","ESR11418"
"1290","ES786335","ESR11419"
"1291","ES786336","ESR11417"
"1292","ES786337","ESR11418"
"1293","ES786338","ESR11419"
"1294","ES786339","ESR11417"
"1295","ES786340","ESR11418"
"1296","ES786341","ESR11419"
"1297","ES786342","ESR11417"
"1298","ES786343","ESR11418"
"1299","ES786344","ESR11419"
"1300","ES786345","ESR11417"
"1301","ES786346","ESR11418"
"1302","ES786347","ESR11419"
"1303","ES786348","ESR11417"
"1304","ES786349","ESR11418"
"1305","ES786350","ESR11419"
"1306","ES786351","ESR11417"
"1307","ES786352","ESR11418"
"1308","ES786353","ESR11419"
"1309","ES786354","ESR11417"
"1310","ES786355","ESR11418"
"1311","ES786356","ESR11419"
"1312","ES786357","ESR11417"
"1313","ES786358","ESR11418"
"1314","ES786359","ESR11419"
"1315","ES786360","ESR11417"
"1316","ES786361","ESR11418"
"1317","ES786362","ESR11419"
"1318","ES786363","ESR11417"
"1319","ES786364","ESR11418"
"1320","ES786365","ESR11419"
"1321","ES786366","ESR11417"
"1322","ES786367","ESR11418"
"1323","ES786368","ESR11419"
"1324","ES786369","ESR11417"
"1325","ES786370","ESR11418"
"1326","ES786371","ESR11419"
"1327","ES786372","ESR11417"
"1328","ES786373","ESR11418"
"1329","ES786374","ESR11419"
"1330","ES786375","ESR11417"
"1331","ES786376","ESR11418"
"1332","ES786377","ESR11419"
"1333","ES786378","ESR11417"
"1334","ES786379","ESR11418"
"1335","ES786380","ESR11419"
"1336","ES786381","ESR11417"
"1337","ES786382","ESR11418"
"1338","ES786383","ESR11419"
"1339","ES786384","ESR11417"
"1340","ES786385","ESR11418"
"1341","ES786386","ESR11419"
"1342","ES786387","ESR11417"
"1343","ES786388","ESR11418"
"1344","ES786389","ESR11419"
"1345","ES786390","ESR11417"
"1346","ES786391","ESR11418"
"1347","ES786392","ESR11419"
"1348","ES786393","ESR11417"
"1349","ES786394","ESR11418"
"1350","ES786395","ESR11419"
"1351","ES786396","ESR11417"
"1352","ES786397","ESR11418"
"1353","ES786398","ESR11419"
"1354","ES786399","ESR11417"
"1355","ES786400","ESR11418"
"1356","ES786401","ESR11419"
"1357","ES786402","ESR11417"
"1358","ES786403","ESR11418"
"1359","ES786404","ESR11419"
"1360","ES786405","ESR11417"
"1361","ES786406","ESR11418"
"1362","ES786407","ESR11419"
"1363","ES786408","ESR11417"
"1364","ES786409","ESR11418"
"1365","ES786410","ESR11419"
"1366","ES786411","ESR11417"
"1367","ES786412","ESR11418"
"1368","ES786413","ESR11419"
"1369","ES786414","ESR11417"
"1370","ES786415","ESR11418"
"1371","ES786416","ESR11419"
"1372","ES786417","ESR11417"
"1373","ES786418","ESR11418"
"1374","ES786419","ESR11419"
"1375","ES786420","ESR11417"
"1376","ES786421","ESR11418"
"1377","ES786422","ESR11419"
"1378","ES786423","ESR11417"
"1379","ES786424","ESR11418"
"1380","ES786425","ESR11419"
"1381","ES786426","ESR11417"
"1382","ES786427","ESR11418"
"1383","ES786428","ESR11419"
"1384","ES786429","ESR11417"
"1385","ES786430","ESR11418"
"1386","ES786431","ESR11419"
"1387","ES786432","ESR11417"
"1388","ES786433","ESR11418"
"1389","ES786434","ESR11419"
"1390","ES786435","ESR11417"
"1391","ES786436","ESR11418"
"1392","ES786437","ESR11419"
"1393","ES786438","ESR11417"
"1394","ES786439","ESR11418"
"1395","ES786440","ESR11419"
"1396","ES786441","ESR11417"
"1397","ES786442","ESR11418"
"1398","ES786443","ESR11419"
"1399","ES786444","ESR11417"
"1400","ES786445","ESR11418"
"1401","ES786446","ESR11419"
"1402","ES786447","ESR11417"
"1403","ES786448","ESR11418"
"1404","ES786449","ESR11419"
"1405","ES786450","ESR11417"
"1406","ES786451","ESR11418"
"1407","ES786452","ESR11419"
"1408","ES786453","ESR11417"
"1409","ES786454","ESR11418"
"1410","ES786455","ESR11419"
"1411","ES786456","ESR11417"
"1412","ES786457","ESR11418"
"1413","ES786458","ESR11419"
"1414","ES786459","ESR11417"
"1415","ES786460","ESR11418"
"1416","ES786461","ESR11419"
"1417","ES786462","ESR11417"
"1418","ES786463","ESR11418"
"1419","ES786464","ESR11419"
"1420","ES786465","ESR11417"
"1421","ES786466","ESR11418"
"1422","ES786467","ESR11419"
"1423","ES786468","ESR11417"
"1424","ES786469","ESR11418"
"1425","ES786470","ESR11419"
"1426","ES786471","ESR11417"
"1427","ES786472","ESR11418"
"1428","ES786473","ESR11419"
"1429","ES786474","ESR11417"
"1430","ES786475","ESR11418"
"1431","ES786476","ESR11419"
"1432","ES786477","ESR11417"
"1433","ES786478","ESR11418"
"1434","ES786479","ESR11419"
"1435","ES786480","ESR11417"
"1436","ES786505","ESR11418"
"1437","ES786506","ESR11419"
"1438","ES786507","ESR11417"
"1439","ES786508","ESR11418"
"1440","ES786509","ESR11419"
"1441","ES786510","ESR11417"
"1442","ES786511","ESR11418"
"1443","ES786512","ESR11419"
"1444","ES786513","ESR11417"
"1445","ES786514","ESR11418"
"1446","ES786515","ESR11419"
"1447","ES786516","ESR11417"
"1448","ES786517","ESR11418"
"1449","ES786518","ESR11419"
"1450","ES786519","ESR11417"
"1451","ES786520","ESR11418"
"1452","ES786521","ESR11419"
"1453","ES786522","ESR11417"
"1454","ES786523","ESR11418"
"1455","ES786524","ESR11419"
"1456","ES786525","ESR11417"
"1457","ES786526","ESR11418"
"1458","ES786527","ESR11419"
"1459","ES786528","ESR11417"
"1460","ES786529","ESR11418"
"1461","ES786530","ESR11419"
"1462","ES786531","ESR11417"
"1463","ES786532","ESR11418"
"1464","ES786533","ESR11419"
"1465","ES786534","ESR11417"
"1466","ES786535","ESR11418"
"1467","ES786536","ESR11419"
"1468","ES786537","ESR11417"
"1469","ES786538","ESR11418"
"1470","ES786539","ESR11419"
"1471","ES786540","ESR11417"
"1472","ES786541","ESR11418"
"1473","ES786542","ESR11419"
"1474","ES786543","ESR11417"
"1475","ES786544","ESR11418"
"1476","ES786545","ESR11419"
"1477","ES786546","ESR11417"
"1478","ES786547","ESR11418"
"1479","ES786548","ESR11419"
"1480","ES786549","ESR11417"
"1481","ES786550","ESR11418"
"1482","ES786551","ESR11419"
"1483","ES786552","ESR11417"
"1484","ES786553","ESR11418"
"1485","ES786554","ESR11419"
"1486","ES786555","ESR11417"
"1487","ES786556","ESR11418"
"1488","ES786557","ESR11419"
"1489","ES786558","ESR11417"
"1490","ES786559","ESR11418"
"1491","ES786560","ESR11419"
"1492","ES786561","ESR11417"
"1493","ES786562","ESR11418"
"1494","ES786563","ESR11419"
"1495","ES786564","ESR11417"
"1496","ES786565","ESR11418"
"1497","ES786566","ESR11419"
"1498","ES786567","ESR11417"
"1499","ES786568","ESR11418"
"1500","ES786569","ESR11419"
"1501","ES786570","ESR11417"
"1502","ES786571","ESR11418"
"1503","ES786572","ESR11419"
"1504","ES786573","ESR11417"
"1505","ES786574","ESR11418"
"1506","ES786575","ESR11419"
"1507","ES786576","ESR11417"
"1508","ES786577","ESR11418"
"1509","ES786578","ESR11419"
"1510","ES786579","ESR11417"
"1511","ES786580","ESR11418"
"1512","ES786581","ESR11419"
"1513","ES786582","ESR11417"
"1514","ES786583","ESR11418"
"1515","ES786584","ESR11419"
"1516","ES786585","ESR11417"
"1517","ES786586","ESR11418"
"1518","ES786587","ESR11419"
"1519","ES786588","ESR11417"
"1520","ES786589","ESR11418"
"1521","ES786590","ESR11419"
"1522","ES786591","ESR11417"
"1523","ES786592","ESR11418"
"1524","ES786593","ESR11419"
"1525","ES786594","ESR11417"
"1526","ES786595","ESR11418"
"1527","ES786596","ESR11419"
"1528","ES786597","ESR11417"
"1529","ES786598","ESR11418"
"1530","ES786599","ESR11419"
"1531","ES786600","ESR11417"
"1532","ES786601","ESR11418"
"1533","ES786602","ESR11419"
"1534","ES786603","ESR11417"
"1535","ES786604","ESR11418"
"1536","ES786605","ESR11419"
"1537","ES786606","ESR11417"
"1538","ES786607","ESR11418"
"1539","ES786608","ESR11419"
"1540","ES786609","ESR11417"
"1541","ES786610","ESR11418"
"1542","ES786611","ESR11419"
"1543","ES786612","ESR11417"
"1544","ES786613","ESR11418"
"1545","ES786614","ESR11419"
"1546","ES786615","ESR11417"
"1547","ES786616","ESR11418"
"1548","ES786617","ESR11419"
"1549","ES786618","ESR11417"
"1550","ES786619","ESR11418"
"1551","ES786620","ESR11419"
"1552","ES786621","ESR11417"
"1553","ES786622","ESR11418"
"1554","ES786623","ESR11419"
"1555","ES786624","ESR11417"
"1556","ES786625","ESR11418"
"1557","ES786626","ESR11419"
"1558","ES786627","ESR11417"
"1559","ES786628","ESR11418"
"1560","ES786629","ESR11419"
"1561","ES786630","ESR11417"
"1562","ES786631","ESR11418"
"1563","ES786632","ESR11419"
"1564","ES786633","ESR11417"
"1565","ES786634","ESR11418"
"1566","ES786635","ESR11419"
"1567","ES786636","ESR11417"
"1568","ES786637","ESR11418"
"1569","ES786638","ESR11419"
"1570","ES786639","ESR11417"
"1571","ES786640","ESR11418"
"1572","ES786641","ESR11419"
"1573","ES786642","ESR11417"
"1574","ES786643","ESR11418"
"1575","ES786644","ESR11419"
"1576","ES786645","ESR11417"
"1577","ES786646","ESR11418"
"1578","ES786647","ESR11419"
"1579","ES786648","ESR11417"
"1580","ES786649","ESR11418"
"1581","ES786650","ESR11419"
"1582","ES786651","ESR11417"
"1583","ES786652","ESR11418"
"1584","ES786653","ESR11419"
"1585","ES786654","ESR11417"
"1586","ES786655","ESR11418"
"1587","ES786656","ESR11419"
"1588","ES786657","ESR11417"
"1589","ES786658","ESR11418"
"1590","ES786659","ESR11419"
"1591","ES786660","ESR11417"
"1592","ES786661","ESR11418"
"1593","ES786662","ESR11419"
"1594","ES786663","ESR11417"
"1595","ES786664","ESR11418"
"1596","ES786665","ESR11419"
"1597","ES786666","ESR11417"
"1598","ES786667","ESR11418"
"1599","ES786668","ESR11419"
"1600","ES786669","ESR11417"
"1601","ES786670","ESR11418"
"1602","ES786671","ESR11419"
"1603","ES786672","ESR11417"
"1604","ES786673","ESR11418"
"1605","ES786674","ESR11419"
"1606","ES786675","ESR11417"
"1607","ES786676","ESR11418"
"1608","ES786677","ESR11419"
"1609","ES786678","ESR11417"
"1610","ES786679","ESR11418"
"1611","ES786680","ESR11419"
"1612","ES786681","ESR11417"
"1613","ES786682","ESR11418"
"1614","ES786683","ESR11419"
"1615","ES786684","ESR11417"
"1616","ES786685","ESR11418"
"1617","ES786686","ESR11419"
"1618","ES786687","ESR11417"
"1619","ES786688","ESR11418"
"1620","ES786689","ESR11419"
"1621","ES786690","ESR11417"
"1622","ES786691","ESR11418"
"1623","ES786692","ESR11419"
"1624","ES786693","ESR11417"
"1625","ES786694","ESR11418"
"1626","ES786695","ESR11419"
"1627","ES786696","ESR11417"
"1628","ES786697","ESR11418"
"1629","ES786698","ESR11419"
"1630","ES786699","ESR11417"
"1631","ES786700","ESR11418"
"1632","ES786701","ESR11419"
"1633","ES786702","ESR11417"
"1634","ES786703","ESR11418"
"1635","ES786704","ESR11419"
"1636","ES786705","ESR11417"
"1637","ES786706","ESR11418"
"1638","ES786707","ESR11419"
"1639","ES799418","ESR12849"
"1640","ES799418","ESR12850"
"1641","ES799418","ESR12851"
"1642","ES799418","ESR12852"
"1643","ES799418","ESR12853"
"1644","ES799418","ESR12854"
"1645","ES799418","ESR12855"
"1646","ES799418","ESR12856"
"1647","ES799418","ESR12857"
"1648","ES799418","ESR12858"
"1649","ES799418","ESR12859"
"1650","ES799419","ESR12849"
"1651","ES799419","ESR12850"
"1652","ES799419","ESR12851"
"1653","ES799419","ESR12852"
"1654","ES799419","ESR12853"
"1655","ES799419","ESR12854"
"1656","ES799419","ESR12855"
"1657","ES799419","ESR12856"
"1658","ES799419","ESR12857"
"1659","ES799419","ESR12858"
"1660","ES799419","ESR12859"
"1661","ES799420","ESR12849"
"1662","ES799420","ESR12850"
"1663","ES799420","ESR12851"
"1664","ES799420","ESR12852"
"1665","ES799420","ESR12853"
"1666","ES799420","ESR12854"
"1667","ES799420","ESR12855"
"1668","ES799420","ESR12856"
"1669","ES799420","ESR12857"
"1670","ES799420","ESR12858"
"1671","ES799420","ESR12859"
"1672","ES799421","ESR12849"
"1673","ES799421","ESR12850"
"1674","ES799421","ESR12851"
"1675","ES799421","ESR12852"
"1676","ES799421","ESR12853"
"1677","ES799421","ESR12854"
"1678","ES799421","ESR12855"
"1679","ES799421","ESR12856"
"1680","ES799421","ESR12857"
"1681","ES799421","ESR12858"
"1682","ES799421","ESR12859"
"1683","ES799422","ESR12849"
"1684","ES799422","ESR12850"
"1685","ES799422","ESR12851"
"1686","ES799422","ESR12852"
"1687","ES799422","ESR12853"
"1688","ES799422","ESR12854"
"1689","ES799422","ESR12855"
"1690","ES799422","ESR12856"
"1691","ES799422","ESR12857"
"1692","ES799422","ESR12858"
"1693","ES799422","ESR12859"
"1694","ES799423","ESR12849"
"1695","ES799423","ESR12850"
"1696","ES799423","ESR12851"
"1697","ES799423","ESR12852"
"1698","ES799423","ESR12853"
"1699","ES799423","ESR12854"
"1700","ES799423","ESR12855"
"1701","ES799423","ESR12856"
"1702","ES799423","ESR12857"
"1703","ES799423","ESR12858"
"1704","ES799423","ESR12859"
"1705","ES799424","ESR12849"
"1706","ES799424","ESR12850"
"1707","ES799424","ESR12851"
"1708","ES799424","ESR12852"
"1709","ES799424","ESR12853"
"1710","ES799424","ESR12854"
"1711","ES799424","ESR12855"
"1712","ES799424","ESR12856"
"1713","ES799424","ESR12857"
"1714","ES799424","ESR12858"
"1715","ES799424","ESR12859"
"1716","ES799425","ESR12849"
"1717","ES799425","ESR12850"
"1718","ES799425","ESR12851"
"1719","ES799425","ESR12852"
"1720","ES799425","ESR12853"
"1721","ES799425","ESR12854"
"1722","ES799425","ESR12855"
"1723","ES799425","ESR12856"
"1724","ES799425","ESR12857"
"1725","ES799425","ESR12858"
"1726","ES799425","ESR12859"
"1727","ES799426","ESR12849"
"1728","ES799426","ESR12850"
"1729","ES799426","ESR12851"
"1730","ES799426","ESR12852"
"1731","ES799426","ESR12853"
"1732","ES799426","ESR12854"
"1733","ES799426","ESR12855"
"1734","ES799426","ESR12856"
"1735","ES799426","ESR12857"
"1736","ES799426","ESR12858"
"1737","ES799426","ESR12859"
"1738","ES799427","ESR12849"
"1739","ES799427","ESR12850"
"1740","ES799427","ESR12851"
"1741","ES799427","ESR12852"
"1742","ES799427","ESR12853"
"1743","ES799427","ESR12854"
"1744","ES799427","ESR12855"
"1745","ES799427","ESR12856"
"1746","ES799427","ESR12857"
"1747","ES799427","ESR12858"
"1748","ES799427","ESR12859"
"1749","ES799428","ESR12849"
"1750","ES799428","ESR12850"
"1751","ES799428","ESR12851"
"1752","ES799428","ESR12852"
"1753","ES799428","ESR12853"
"1754","ES799428","ESR12854"
"1755","ES799428","ESR12855"
"1756","ES799428","ESR12856"
"1757","ES799428","ESR12857"
"1758","ES799428","ESR12858"
"1759","ES799428","ESR12859"
"1760","ES799429","ESR12849"
"1761","ES799429","ESR12850"
"1762","ES799429","ESR12851"
"1763","ES799429","ESR12852"
"1764","ES799429","ESR12853"
"1765","ES799429","ESR12854"
"1766","ES799429","ESR12855"
"1767","ES799429","ESR12856"
"1768","ES799429","ESR12857"
"1769","ES799429","ESR12858"
"1770","ES799429","ESR12859"
"1771","ES799430","ESR12849"
"1772","ES799430","ESR12850"
"1773","ES799430","ESR12851"
"1774","ES799430","ESR12852"
"1775","ES799430","ESR12853"
"1776","ES799430","ESR12854"
"1777","ES799430","ESR12855"
"1778","ES799430","ESR12856"
"1779","ES799430","ESR12857"
"1780","ES799430","ESR12858"
"1781","ES799430","ESR12859"
"1782","ES799431","ESR12849"
"1783","ES799431","ESR12850"
"1784","ES799431","ESR12851"
"1785","ES799431","ESR12852"
"1786","ES799431","ESR12853"
"1787","ES799431","ESR12854"
"1788","ES799431","ESR12855"
"1789","ES799431","ESR12856"
"1790","ES799431","ESR12857"
"1791","ES799431","ESR12858"
"1792","ES799431","ESR12859"
"1793","ES799432","ESR12849"
"1794","ES799432","ESR12850"
"1795","ES799432","ESR12851"
"1796","ES799432","ESR12852"
"1797","ES799432","ESR12853"
"1798","ES799432","ESR12854"
"1799","ES799432","ESR12855"
"1800","ES799432","ESR12856"
"1801","ES799432","ESR12857"
"1802","ES799432","ESR12858"
"1803","ES799432","ESR12859"
"1804","ES799433","ESR12849"
"1805","ES799433","ESR12850"
